PACK_ID|PACK_REF|PACK NAME EN|PACK NAME FR|PACK LEVEL|CHECK DUR|PACK OBJECTIVES|PACK RESULTS|PACK CONTENT|PACK HOURS|LESSON DURATION|METHODE|CERTIFICATION|PACK HT|PACK TVA|PACK TTC|NA|PTA|M1|M1 NB L|M1 H|M2|M2 NB L|M2 H|M3|M3 NB L|M3 H|M4|M4 NB L|M4 H|M5|M5 NB L|M5 H|M6|M6 NB L|M6 H|M7|M7 NB L|M7 H|GRAM H|OPEN H|EL H|TOTAL H
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|35|1|VISIO|LINGUASKILL|1 645,00 €|329,00 €|1 974,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - SMALL TALK [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - WRITE THIS DOWN [4]|4|4,00|||0,00|||0,00|6,00|9,00||35,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix||35|1|VISIO|LINGUASKILL|1 645,00 €|329,00 €|1 974,00 €|0,5|0,5|C1/C2 - BUSINESS TALK [4]|4|4,00|C1 - Negotiations [3]|3|3,00|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|C1/C2 - WORKING TOGETHER [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|C1/C2 - A NEW JOB [4]|4|4,00|3,00|3,00||35,0
|||ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||35|1|VISIO|LINGUASKILL|1 645,00 €|329,00 €|1 974,00 €|0,5|0,5|C1/C2 - HEALTH AND LIFESTYLE [4]|4|4,00|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - HOBBIES [5]|5|5,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - GETTING AWAY FROM IT ALL [4]|4|4,00|C1/C2 - HOW TO CHAT SOMEONE UP [4]|4|4,00|C1/C2 - NOT A NORMAL DAY [4]|4|4,00|2,00|3,00||35,0
|||ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||35|1|VISIO|LINGUASKILL|1 645,00 €|329,00 €|1 974,00 €|0,5|0,5|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - CRIME [5]|5|5,00|C1/C2 - MORE VOCABULARY [4]|4|4,00|C1/C2 - THAT'S NOT ACCEPTABLE [3]|3|3,00|C1 - Giving presentations [4]|4|4,00|C1/C2 - OFFICE ENVIRONMENT [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|2,00|3,00||35,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES ET COACHING|C1|OK|Utiliser sa formation dans le but de réaliser ses projets. Utiliser ses documents, présentations ou communications comme supports de cours. Devenir irréprochable dans ses relations professionnelles.|Mieux préparer ses écrits et/ou communications tout en capitalisant sur les corrections & explications proposées par l'intervenant. Acquérir la maîtrise deux à cinq sujets professionnels au choix||35|1|VISIO|LINGUASKILL|1 645,00 €|329,00 €|1 974,00 €|0,5|0,5|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|C1/C2 - WRITE THIS DOWN [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|||0,00|||0,00|||0,00|7,00|11,00||35,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|VISIO + EL|LINGUASKILL|1 715,00 €|343,00 €|2 058,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - SMALL TALK [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - WRITE THIS DOWN [4]|4|4,00|||0,00|||0,00|6,00|9,00||35,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|VISIO + EL|LINGUASKILL|1 715,00 €|343,00 €|2 058,00 €|0,5|0,5|C1/C2 - BUSINESS TALK [4]|4|4,00|C1 - Negotiations [3]|3|3,00|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|C1/C2 - WORKING TOGETHER [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|C1/C2 - A NEW JOB [4]|4|4,00|3,00|3,00||35,0
|||ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|VISIO + EL|LINGUASKILL|1 715,00 €|343,00 €|2 058,00 €|0,5|0,5|C1/C2 - HEALTH AND LIFESTYLE [4]|4|4,00|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - HOBBIES [5]|5|5,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - GETTING AWAY FROM IT ALL [4]|4|4,00|C1/C2 - HOW TO CHAT SOMEONE UP [4]|4|4,00|C1/C2 - NOT A NORMAL DAY [4]|4|4,00|2,00|3,00||35,0
|||ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|VISIO + EL|LINGUASKILL|1 715,00 €|343,00 €|2 058,00 €|0,5|0,5|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - CRIME [5]|5|5,00|C1/C2 - MORE VOCABULARY [4]|4|4,00|C1/C2 - THAT'S NOT ACCEPTABLE [3]|3|3,00|C1 - Giving presentations [4]|4|4,00|C1/C2 - OFFICE ENVIRONMENT [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|2,00|3,00||35,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES ET COACHING|C1|OK|Utiliser sa formation dans le but de réaliser ses projets. Utiliser ses documents, présentations ou communications comme supports de cours. Devenir irréprochable dans ses relations professionnelles.|Mieux préparer ses écrits et/ou communications tout en capitalisant sur les corrections & explications proposées par l'intervenant. Acquérir la maîtrise deux à cinq sujets professionnels au choix|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|VISIO + EL|LINGUASKILL|1 715,00 €|343,00 €|2 058,00 €|0,5|0,5|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|C1/C2 - WRITE THIS DOWN [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|||0,00|||0,00|||0,00|7,00|11,00||35,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|ELEARNING|LINGUASKILL|210,00 €|42,00 €|252,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||35,00|35,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|ELEARNING|LINGUASKILL|210,00 €|42,00 €|252,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||35,00|35,0
|||ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|ELEARNING|LINGUASKILL|210,00 €|42,00 €|252,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||35,00|35,0
|||ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|ELEARNING|LINGUASKILL|210,00 €|42,00 €|252,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||35,00|35,0
|||ANGLAIS AVANCÉ - ACTUALITÉ ET INTÉRÊT|C1|OK|Se former en se focalisant sur des sujets appréciés pour que l'apprentissage soit synonyme de plaisir.|Garder la pratique de la langue et le maintien d'un niveau.|10 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|35|1|ELEARNING|LINGUASKILL|210,00 €|42,00 €|252,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||35,00|35,0
|||ANGLAIS DÉBUTANT -  PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - OUT SHOPPING [4]|4|4,00|A1/A2 - GETTING AROUND [3]|3|3,00|A2 - Telephoning [5]|5|5,00|A1/A2 - MY HOUSE [4]|4|4,00|A2 - Interviews [3]|3|3,00|7,00|6,00||40,0
||You have decided to learn English from the beginning to enjoy the social and cultural differences|ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Plan de cours d'anglais élémentaire comprenant le vocabulaire cinéma / film, les verbes de voyage, les verbes à phrasal de base, l'infinitif du but, la volonté + l'infinitif, les formes impératives et les utilisations de base du présent parfait.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - HOLIDAY [4]|4|4,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - SOCIAL CONVERSATION [4]|4|4,00|A1/A2 - CHATING TO OTHER TOURISTS [4]|4|4,00|A1/A2 - MY HOUSE [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|6,00|6,00||40,0
||You need to learn English to further your career|ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|A1/A2 - MY FIRST MEETING IN ENGLISH [4]|4|4,00|A1/A2 - AT WORK [4]|4|4,00|A1/A2 - GETTING THERE [3]|3|3,00|A1/A2 - TIME [4]|4|4,00|A2 - Telephoning [5]|5|5,00|A2 - Interviews [3]|3|3,00|A1/A2 - BUSINESS RELATIONSHIPS [4]|4|4,00|6,00|6,00||40,0
||You haven't done English since school and need to go back over the basics for business and informal vocabulary and grammar |ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - SOCIAL CONVERSATION [4]|4|4,00|A2 - Travelling [5]|5|5,00|A2 - Business Socials I [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - BUSINESS RELATIONSHIPS [4]|4|4,00|6,00|5,00||40,0
||You want to learn English as a hobby and to use when you are on holiday and to enjoy films with their original audio|ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|A1/A2 - BEING OUTDOORS [4]|4|4,00|A1/A2 - MY HOUSE [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - OUT SHOPPING [4]|4|4,00|A1/A2 - CHATING TO OTHER TOURISTS [4]|4|4,00|6,00|6,00||40,0
|||ANGLAIS DÉBUTANT -  PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|VISIO + EL|LINGUASKILL|1 945,00 €|389,00 €|2 334,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - OUT SHOPPING [4]|4|4,00|A1/A2 - GETTING AROUND [3]|3|3,00|A2 - Telephoning [5]|5|5,00|A1/A2 - MY HOUSE [4]|4|4,00|A2 - Interviews [3]|3|3,00|7,00|6,00||40,0
||You have decided to learn English from the beginning to enjoy the social and cultural differences|ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Plan de cours d'anglais élémentaire comprenant le vocabulaire cinéma / film, les verbes de voyage, les verbes à phrasal de base, l'infinitif du but, la volonté + l'infinitif, les formes impératives et les utilisations de base du présent parfait.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|VISIO + EL|LINGUASKILL|1 945,00 €|389,00 €|2 334,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|A1/A2 - HOLIDAY [4]|4|4,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - SOCIAL CONVERSATION [4]|4|4,00|A1/A2 - CHATING TO OTHER TOURISTS [4]|4|4,00|A1/A2 - MY HOUSE [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|6,00|6,00||40,0
||You need to learn English to further your career|ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|VISIO + EL|LINGUASKILL|1 945,00 €|389,00 €|2 334,00 €|0,5|0,5|A1/A2 - MY FIRST MEETING IN ENGLISH [4]|4|4,00|A1/A2 - AT WORK [4]|4|4,00|A1/A2 - GETTING THERE [3]|3|3,00|A1/A2 - TIME [4]|4|4,00|A2 - Telephoning [5]|5|5,00|A2 - Interviews [3]|3|3,00|A1/A2 - BUSINESS RELATIONSHIPS [4]|4|4,00|6,00|6,00||40,0
||You haven't done English since school and need to go back over the basics for business and informal vocabulary and grammar |ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|VISIO + EL|LINGUASKILL|1 945,00 €|389,00 €|2 334,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - SOCIAL CONVERSATION [4]|4|4,00|A2 - Travelling [5]|5|5,00|A2 - Business Socials I [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - BUSINESS RELATIONSHIPS [4]|4|4,00|6,00|5,00||40,0
||You want to learn English as a hobby and to use when you are on holiday and to enjoy films with their original audio|ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|VISIO + EL|LINGUASKILL|1 945,00 €|389,00 €|2 334,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|A1/A2 - BEING OUTDOORS [4]|4|4,00|A1/A2 - MY HOUSE [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - OUT SHOPPING [4]|4|4,00|A1/A2 - CHATING TO OTHER TOURISTS [4]|4|4,00|6,00|6,00||40,0
|||ANGLAIS DÉBUTANT - PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|ELEARNING|LINGUASKILL|220,00 €|44,00 €|264,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||40,00|40,0
|||ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Plan de cours d'anglais élémentaire comprenant le vocabulaire cinéma / film, les verbes de voyage, les verbes à phrasal de base, l'infinitif du but, la volonté + l'infinitif, les formes impératives et les utilisations de base du présent parfait.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|ELEARNING|LINGUASKILL|220,00 €|44,00 €|264,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||40,00|40,0
|||ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|ELEARNING|LINGUASKILL|220,00 €|44,00 €|264,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||40,00|40,0
|||ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|ELEARNING|LINGUASKILL|220,00 €|44,00 €|264,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||40,00|40,0
|||ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|12 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|40|1|ELEARNING|LINGUASKILL|220,00 €|44,00 €|264,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||40,00|40,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - LOOKING TO THE FUTURE [4]|4|4,00|B1 - FAMILY LIFE [3]|3|3,00|B1 - SMALL TALK [4]|4|4,00|B1 - I LEARN THIS WAY [4]|4|4,00|||0,00|7,00|10,00||40,0
||Looking to improve your day to day English|ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Dependent prepositions<br> Direct and indirect questions<br> First and second conditional<br> First conditional review<br> Future continuous<br> Future plans and decisions: present continuous, will, going to<br> Have-get something done<br> I wish, If only<br> Infinitive clauses<br> Just, already and yet<br> New Year questions<br> Quantifiers<br> Question tags<br> Reflexive pronouns<br> So do I!<br> Subject and object questions<br> Used to do vs. be/get used to doing<br> Present simple vs. continuous||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - WANDERLUST [4]|4|4,00|B1 - JUST HOW I AM [4]|4|4,00|B1 - THE BODY [3]|3|3,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - GOING AWAY [3]|3|3,00|B1 - CELEBRATE [4]|4|4,00|6,00|8,00||40,0
||Focusing on Business vocabulary with a specialised HR module|ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - FIRST WEEK IN THE JOB [4]|4|4,00|B1/B1 - Human Resources I [4]|4|4,00|B1 - IN THE OFFICE [3]|3|3,00|B1 - I LEARN THIS WAY [4]|4|4,00|B1/B2 - Negotiations [4]|4|4,00|B1 - WORK VOCABULARY [4]|4|4,00|4,00|9,00||40,0
||Meeting interntional colleagues |ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - SMALL TALK [4]|4|4,00|B1 - WORK VOCABULARY [4]|4|4,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - THE GREAT OUTDOORS AND BEYOND [4]|4|4,00|B1/B2 - Travelling [4]|4|4,00|B1 - THAT TIME OF YEAR [4]|4|4,00|4,00|8,00||40,0
||A perect blend of business and day to day English vocabulary and grammar|ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||40|1|VISIO|LINGUASKILL|1 870,00 €|374,00 €|2 244,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - IN THE OFFICE [3]|3|3,00|B1/B2 - Welcoming Visitors [3]|3|3,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1/B2 - Telephoning [7]|7|7,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - THAT TIME OF YEAR [4]|4|4,00|4,00|7,00||40,0
